transaction_id,customer_id,amount,timestamp,payment_method,merchant_category,customer_avg_amount,customer_transaction_count,account_age_days,device_id,device_age_days,is_new_device,transaction_location,customer_location,transactions_last_10min,failed_attempts_last_10min,is_fraud
TX100259,C10040,1538.42,2026-07-27 12:22:26,Credit Card,Retail,1360.22,246,550,D20040,260,0,Hyderabad,Hyderabad,1,0,0
TX108309,C11433,579.92,2026-07-27 12:24:11,UPI,Travel,518.83,292,600,D21433,177,0,Delhi,Delhi,1,0,0
TX147633,C10367,1747.45,2026-07-27 12:24:54,UPI,Entertainment,2516.65,152,498,D20367,173,0,Bengaluru,Bengaluru,1,0,0
TX146938,C11236,1704.78,2026-07-27 12:25:38,UPI,Travel,1608.66,192,216,D21236,62,0,Ahmedabad,Ahmedabad,1,0,0
TX145184,C11298,6087.08,2026-07-27 12:27:06,UPI,Food & Beverage,4498.14,197,279,D21298,321,0,Pune,Pune,1,0,0
TX119119,C11024,1652.32,2026-07-27 12:27:31,Credit Card,Travel,1278.94,180,179,D21024,43,0,Kolkata,Kolkata,1,0,0
TX143767,C10739,1441.18,2026-07-27 12:29:13,UPI,Entertainment,1265.9,95,1024,D20739,247,0,Kolkata,Kolkata,1,1,0
TX129817,C11068,1055.05,2026-07-27 12:29:38,UPI,Services,1096.07,207,1034,D21068,234,0,Ahmedabad,Ahmedabad,1,0,0
TX124967,C11427,6705.51,2026-07-27 12:34:16,UPI,Services,9384.08,218,903,D21427,315,0,Mumbai,Mumbai,1,0,0
TX107559,C10831,1308.83,2026-07-27 12:34:46,Credit Card,Electronics,1241.8,52,413,D20831,247,0,Ahmedabad,Ahmedabad,1,0,0
TX117243,C11349,2415.9,2026-07-27 12:35:03,Credit Card,Food & Beverage,2410.08,82,925,D21349,157,0,Mumbai,Mumbai,2,0,0
TX136660,C10471,6425.74,2026-07-27 12:35:21,Debit Card,Travel,8756.58,232,562,D20471,122,0,Bengaluru,Bengaluru,1,0,0
TX134267,C10615,5189.46,2026-07-27 12:35:58,Net Banking,Food & Beverage,2502.8,119,345,D20615,69,0,Hyderabad,Hyderabad,1,0,0
TX102794,C11176,6602.78,2026-07-27 12:37:13,UPI,Food & Beverage,8614.89,137,865,D21176,132,0,Delhi,Delhi,1,0,0
TX124941,C11015,7814.76,2026-07-27 12:37:14,UPI,Services,5219.25,68,134,D21015,88,0,Hyderabad,Hyderabad,1,1,0
TX107911,C10121,2450.58,2026-07-27 12:39:07,UPI,Entertainment,1755.1,229,1102,D20121,357,0,Bengaluru,Bengaluru,1,0,0
TX134536,C11180,6429.53,2026-07-27 12:39:16,UPI,Entertainment,6341.22,260,550,D21180,40,0,Mumbai,Mumbai,1,0,0
TX122855,C10311,1068.11,2026-07-27 12:39:53,UPI,Electronics,2019.1,220,41,D20311,233,0,Kolkata,Kolkata,1,0,0
TX121594,C10063,12884.41,2026-07-27 12:41:04,UPI,Travel,8781.03,138,482,D20063,129,0,Ahmedabad,Ahmedabad,1,0,0
TX109977,C10220,2500.41,2026-07-27 12:42:52,UPI,Electronics,1769.74,179,543,D20220,212,0,Delhi,Delhi,1,0,0
TX128026,C10942,834.4,2026-07-27 12:42:56,Credit Card,Travel,1128.61,163,1129,D20942,72,0,Pune,Pune,1,0,0
TX132090,C11218,4812.63,2026-07-27 12:44:24,Credit Card,Travel,1676.96,182,165,D69236,1,1,Mumbai,Chennai,9,6,1
TX120287,C11082,3380.17,2026-07-27 12:44:44,UPI,Electronics,2015.29,52,1122,D21082,256,0,Ahmedabad,Ahmedabad,1,0,0
TX126286,C10415,7279.54,2026-07-27 12:47:22,Net Banking,Services,6203.02,68,825,D20415,305,0,Pune,Pune,1,0,0
TX138969,C10364,2856.32,2026-07-27 12:47:23,UPI,Food & Beverage,4018.98,21,225,D20364,47,0,Hyderabad,Hyderabad,1,0,0
TX144134,C10847,4515.92,2026-07-27 12:47:41,Debit Card,Retail,2892.75,122,341,D20847,102,0,Mumbai,Mumbai,1,0,0
TX105151,C11464,3984.26,2026-07-27 12:47:45,Debit Card,Electronics,4004.73,138,916,D21464,59,0,Kolkata,Kolkata,1,0,0
TX141547,C10129,921.2,2026-07-27 12:48:17,UPI,Retail,719.55,256,267,D20129,109,0,Bengaluru,Bengaluru,1,0,0
TX125914,C11030,5555.5,2026-07-27 12:50:26,UPI,Services,4793.97,250,989,D21030,249,0,Bengaluru,Bengaluru,1,0,0
TX135763,C10177,2901.58,2026-07-27 12:51:59,Credit Card,Travel,1474.62,173,99,D20177,91,0,Kolkata,Kolkata,1,0,0
TX135222,C11411,3478.22,2026-07-27 12:53:17,UPI,Food & Beverage,1606.54,221,1039,D21411,266,0,Delhi,Delhi,2,1,0
TX128269,C10962,3093.87,2026-07-27 12:53:33,Debit Card,Food & Beverage,4707.55,246,171,D20962,143,0,Hyderabad,Hyderabad,1,0,0
TX121915,C10005,1008.56,2026-07-27 12:54:05,Net Banking,Food & Beverage,1107.83,31,262,D20005,306,0,Delhi,Delhi,1,0,0
TX100229,C10019,6462.94,2026-07-27 12:56:04,UPI,Services,7256.46,279,825,D20019,107,0,Hyderabad,Hyderabad,1,0,0
TX119014,C10313,2415.25,2026-07-27 12:56:32,UPI,Electronics,2996.13,27,778,D20313,100,0,Chennai,Chennai,1,0,0
TX116020,C11172,6888.24,2026-07-27 12:56:37,UPI,Food & Beverage,6654.74,204,339,D21172,235,0,Bengaluru,Bengaluru,1,0,0
TX136472,C10535,2151.57,2026-07-27 12:58:58,Net Banking,Food & Beverage,2067.22,185,790,D20535,153,0,Delhi,Delhi,1,0,0
TX106369,C11359,1880.29,2026-07-27 13:00:31,UPI,Services,2495.53,262,1176,D21359,265,0,Hyderabad,Ahmedabad,1,0,0
TX141615,C10284,2248.27,2026-07-27 13:00:36,Credit Card,Travel,2077.59,182,139,D95749,3,1,Ahmedabad,Ahmedabad,1,0,0
TX138518,C11412,1261.37,2026-07-27 13:00:51,UPI,Entertainment,1680.07,115,820,D21412,347,0,Mumbai,Mumbai,1,1,0
TX124229,C10878,2246.11,2026-07-27 13:01:32,Credit Card,Food & Beverage,1888.0,133,1068,D77849,4,1,Ahmedabad,Ahmedabad,1,1,0
TX134232,C10263,9010.95,2026-07-27 13:02:16,UPI,Services,8457.67,245,343,D20263,248,0,Mumbai,Mumbai,1,0,0
TX104362,C11468,5287.91,2026-07-27 13:02:29,UPI,Retail,5202.92,115,1141,D21468,220,0,Kolkata,Kolkata,1,0,0
TX108267,C10963,2432.82,2026-07-27 13:02:52,Credit Card,Entertainment,2006.26,273,283,D20963,193,0,Pune,Pune,1,0,0
TX118404,C10237,2008.52,2026-07-27 13:03:40,UPI,Retail,1690.25,34,154,D20237,335,0,Pune,Pune,1,0,0
TX131136,C11412,2759.63,2026-07-27 13:03:51,UPI,Food & Beverage,1680.07,115,820,D21412,67,0,Mumbai,Mumbai,2,0,0
TX147123,C10631,3147.02,2026-07-27 13:04:14,Credit Card,Food & Beverage,3698.93,240,1096,D20631,218,0,Kolkata,Kolkata,3,0,0
TX121322,C11034,1882.04,2026-07-27 13:04:36,Net Banking,Travel,2111.53,123,1091,D21034,271,0,Mumbai,Mumbai,1,0,0
TX119587,C10592,891.15,2026-07-27 13:04:37,UPI,Retail,1078.22,296,1026,D20592,42,0,Chennai,Chennai,1,0,0
TX115901,C10797,1830.19,2026-07-27 13:06:14,UPI,Food & Beverage,1941.92,199,605,D83334,5,1,Hyderabad,Hyderabad,1,0,0
TX139539,C11244,16971.42,2026-07-27 13:06:17,UPI,Entertainment,16799.74,277,1146,D21244,355,0,Ahmedabad,Ahmedabad,1,0,0
TX128782,C11489,22822.9,2026-07-27 13:06:25,UPI,Food & Beverage,14786.72,31,215,D21489,199,0,Pune,Kolkata,1,1,0
TX131539,C11288,4015.33,2026-07-27 13:06:38,UPI,Travel,2126.99,274,799,D21288,348,0,Kolkata,Kolkata,2,0,0
TX142134,C10008,1899.5,2026-07-27 13:07:51,Net Banking,Electronics,1868.83,199,967,D20008,67,0,Pune,Pune,1,0,0
TX138742,C10345,3532.63,2026-07-27 13:08:10,Net Banking,Food & Beverage,4452.37,107,277,D20345,140,0,Mumbai,Mumbai,1,0,0
TX111979,C11221,3860.82,2026-07-27 13:08:16,Debit Card,Services,4998.93,216,397,D21221,205,0,Hyderabad,Hyderabad,1,0,0
TX121259,C10261,672.78,2026-07-27 13:08:21,UPI,Entertainment,948.37,282,786,D20261,182,0,Delhi,Delhi,1,0,0
TX106964,C11056,3245.87,2026-07-27 13:09:09,UPI,Entertainment,4420.73,47,429,D21056,85,0,Mumbai,Mumbai,2,0,0
TX125941,C10940,101883.32,2026-07-27 13:09:19,Credit Card,Travel,5708.03,136,1108,D40353,0,1,Kolkata,Delhi,1,2,1
TX138294,C10956,932.19,2026-07-27 13:10:31,UPI,Travel,832.15,37,1033,D20956,161,0,Ahmedabad,Ahmedabad,1,0,0
TX116209,C10711,4522.09,2026-07-27 13:11:27,Credit Card,Electronics,1902.64,192,122,D20711,311,0,Ahmedabad,Ahmedabad,1,0,0
TX110024,C11178,3885.82,2026-07-27 13:12:14,UPI,Entertainment,3907.99,112,830,D21178,241,0,Chennai,Chennai,1,0,0
TX106052,C10633,815.5,2026-07-27 13:13:34,Credit Card,Services,1149.33,16,164,D20633,316,0,Hyderabad,Hyderabad,1,0,0
TX119801,C10944,4286.75,2026-07-27 13:14:24,UPI,Retail,5985.37,166,677,D20944,67,0,Chennai,Mumbai,1,0,0
TX113482,C11198,3090.34,2026-07-27 13:15:17,Credit Card,Entertainment,3707.71,116,105,D21198,291,0,Kolkata,Kolkata,1,0,0
TX144146,C11281,714.67,2026-07-27 13:16:40,UPI,Electronics,1209.09,95,175,D21281,51,0,Pune,Pune,1,0,0
TX125385,C10801,563.61,2026-07-27 13:16:43,Credit Card,Entertainment,554.51,215,1096,D20801,56,0,Bengaluru,Bengaluru,1,0,0
TX124035,C11156,1302.51,2026-07-27 13:18:33,UPI,Electronics,824.65,146,1039,D21156,319,0,Hyderabad,Hyderabad,1,0,0
TX103496,C11103,5165.73,2026-07-27 13:18:57,UPI,Retail,4011.41,163,228,D21103,282,0,Delhi,Delhi,1,0,0
TX109776,C10702,2023.5,2026-07-27 13:19:00,UPI,Services,1971.47,282,1152,D20702,136,0,Hyderabad,Hyderabad,1,0,0
TX123659,C10512,6444.38,2026-07-27 13:20:09,UPI,Travel,4499.99,213,174,D20512,43,0,Mumbai,Mumbai,1,0,0
TX134495,C10319,10967.62,2026-07-27 13:20:47,UPI,Retail,12079.92,297,1041,D20319,144,0,Delhi,Delhi,1,1,0
TX117556,C10116,2188.56,2026-07-27 13:21:16,UPI,Services,2252.08,105,1151,D20116,359,0,Hyderabad,Hyderabad,1,0,0
TX114182,C10400,4544.0,2026-07-27 13:21:48,UPI,Retail,4759.41,71,1178,D20400,158,0,Mumbai,Mumbai,1,0,0
TX103923,C10173,4311.98,2026-07-27 13:21:58,Credit Card,Entertainment,3477.88,23,1176,D20173,192,0,Chennai,Chennai,1,0,0
TX105939,C10737,10010.34,2026-07-27 13:23:38,Credit Card,Electronics,12437.23,91,1164,D20737,112,0,Kolkata,Kolkata,1,0,0
TX110019,C10925,669.18,2026-07-27 13:23:42,UPI,Electronics,727.09,22,193,D20925,309,0,Kolkata,Kolkata,1,0,0
TX132673,C10928,789.98,2026-07-27 13:24:00,Credit Card,Retail,995.79,64,1060,D20928,284,0,Chennai,Chennai,1,0,0
TX129775,C10328,617.28,2026-07-27 13:24:22,UPI,Food & Beverage,768.16,160,1118,D20328,161,0,Delhi,Delhi,1,1,0
TX148660,C10749,1810.86,2026-07-27 13:25:59,UPI,Travel,1745.54,286,541,D20749,114,0,Ahmedabad,Ahmedabad,1,0,0
TX123144,C10288,2378.64,2026-07-27 13:28:36,UPI,Travel,3126.83,209,32,D20288,59,0,Pune,Pune,1,0,0
TX101278,C10601,469.57,2026-07-27 13:29:26,UPI,Electronics,909.91,281,469,D20601,204,0,Hyderabad,Hyderabad,2,0,0
TX106245,C10554,2155.56,2026-07-27 13:30:49,UPI,Food & Beverage,1390.28,61,503,D20554,103,0,Bengaluru,Bengaluru,1,0,0
TX112305,C10071,4977.4,2026-07-27 13:32:20,Debit Card,Entertainment,7061.62,125,596,D20071,300,0,Kolkata,Kolkata,1,0,0
TX141696,C11267,3704.5,2026-07-27 13:32:25,UPI,Entertainment,3423.59,128,834,D21267,153,0,Ahmedabad,Ahmedabad,1,0,0
TX120133,C11220,2373.41,2026-07-27 13:32:57,UPI,Food & Beverage,3213.85,287,1008,D21220,302,0,Delhi,Delhi,1,0,0
TX115075,C10838,401.8,2026-07-27 13:33:50,Credit Card,Electronics,637.67,136,10,D20838,297,0,Hyderabad,Hyderabad,1,0,0
TX131408,C10104,11947.49,2026-07-27 13:36:02,UPI,Food & Beverage,6407.02,189,691,D20104,84,0,Mumbai,Mumbai,1,0,0
TX131166,C11025,1902.75,2026-07-27 13:36:58,UPI,Electronics,1664.36,64,465,D21025,82,0,Chennai,Chennai,2,0,0
TX103649,C10760,2255.91,2026-07-27 13:37:28,UPI,Food & Beverage,3520.14,64,914,D20760,181,0,Chennai,Chennai,1,0,0
TX103704,C10908,6705.28,2026-07-27 13:40:23,UPI,Retail,4813.98,31,692,D20908,212,0,Ahmedabad,Ahmedabad,1,0,0
TX138638,C10806,3299.73,2026-07-27 13:41:35,Net Banking,Travel,3012.24,98,830,D20806,265,0,Ahmedabad,Ahmedabad,1,0,0
TX105271,C11236,9045.29,2026-07-27 13:42:27,Debit Card,Travel,1608.66,192,216,D81613,0,1,Bengaluru,Ahmedabad,3,3,1
TX128229,C10174,4104.88,2026-07-27 13:42:38,UPI,Food & Beverage,2318.38,63,665,D20174,362,0,Mumbai,Mumbai,1,0,0
TX116164,C11025,1184.67,2026-07-27 13:42:56,UPI,Entertainment,1664.36,64,465,D21025,78,0,Chennai,Chennai,1,0,0
TX114563,C11211,7371.73,2026-07-27 13:44:43,Debit Card,Electronics,1629.88,49,964,D57478,0,1,Kolkata,Delhi,3,3,1
TX123626,C10131,2256.41,2026-07-27 13:46:48,UPI,Electronics,3070.35,187,389,D20131,232,0,Hyderabad,Mumbai,1,0,0
TX112072,C10812,2189.9,2026-07-27 13:48:11,UPI,Electronics,3122.62,73,503,D20812,91,0,Kolkata,Kolkata,3,0,0
TX148342,C10900,2006.82,2026-07-27 13:48:43,UPI,Services,1965.92,212,713,D20900,67,0,Kolkata,Kolkata,1,0,0
TX135266,C11158,987.32,2026-07-27 13:50:08,Credit Card,Food & Beverage,1146.5,127,270,D21158,53,0,Hyderabad,Hyderabad,1,0,0
TX119113,C10453,4350.11,2026-07-27 13:50:14,UPI,Retail,3376.42,55,536,D20453,281,0,Kolkata,Kolkata,1,0,0
TX144198,C10618,11948.24,2026-07-27 13:50:40,UPI,Retail,10399.86,21,137,D20618,103,0,Chennai,Chennai,1,0,0
TX117529,C10783,3677.28,2026-07-27 13:50:43,Net Banking,Food & Beverage,6025.01,148,871,D20783,91,0,Delhi,Delhi,1,0,0
TX102624,C10514,7646.66,2026-07-27 13:50:56,UPI,Entertainment,6490.07,117,966,D37785,2,1,Bengaluru,Bengaluru,1,0,0
TX135655,C10850,6290.69,2026-07-27 13:51:21,UPI,Electronics,3619.19,275,919,D20850,283,0,Chennai,Chennai,1,1,0
TX140875,C11301,994.16,2026-07-27 13:51:47,UPI,Entertainment,923.49,129,229,D21301,128,0,Kolkata,Kolkata,1,0,0
TX147495,C11292,5984.75,2026-07-27 13:52:43,UPI,Food & Beverage,4846.56,49,669,D21292,243,0,Mumbai,Mumbai,3,0,0
TX108104,C10845,2008.02,2026-07-27 13:52:55,Net Banking,Travel,1389.94,170,648,D20845,319,0,Ahmedabad,Ahmedabad,1,0,0
TX123644,C10490,2607.73,2026-07-27 13:53:50,UPI,Electronics,2608.65,59,956,D20490,244,0,Ahmedabad,Ahmedabad,1,0,0
TX128869,C10834,2159.17,2026-07-27 13:54:26,UPI,Travel,2016.5,242,826,D20834,221,0,Pune,Pune,1,0,0
TX104753,C11339,774.73,2026-07-27 13:54:45,Credit Card,Services,1492.25,67,317,D21339,317,0,Pune,Pune,1,0,0
TX119651,C10986,486.98,2026-07-27 13:55:13,Credit Card,Retail,703.86,166,619,D20986,222,0,Chennai,Chennai,2,0,0
TX144264,C11367,1135.3,2026-07-27 13:55:52,UPI,Retail,811.88,190,320,D21367,354,0,Pune,Pune,1,0,0
TX123581,C10690,1983.92,2026-07-27 13:57:27,Net Banking,Travel,3714.98,19,311,D20690,196,0,Chennai,Chennai,1,0,0
TX145086,C11000,1610.5,2026-07-27 13:57:29,UPI,Retail,1578.25,235,24,D21000,324,0,Mumbai,Mumbai,1,0,0
TX127188,C10375,2904.07,2026-07-27 13:59:58,Credit Card,Services,2467.91,140,814,D20375,230,0,Hyderabad,Hyderabad,1,0,0
TX142873,C10343,4029.8,2026-07-27 14:00:01,UPI,Retail,2564.27,85,351,D20343,231,0,Kolkata,Kolkata,3,0,0
TX112311,C10281,2647.5,2026-07-27 14:02:40,Credit Card,Entertainment,2806.73,237,225,D20281,77,0,Kolkata,Kolkata,1,0,0
TX102642,C11426,944.54,2026-07-27 14:03:40,UPI,Electronics,1303.62,94,414,D21426,60,0,Bengaluru,Chennai,2,0,0
TX109008,C10136,1397.33,2026-07-27 14:03:52,UPI,Services,570.64,124,626,D20136,335,0,Delhi,Delhi,1,0,0
TX115356,C11203,2043.98,2026-07-27 14:04:19,UPI,Retail,2165.75,218,494,D44964,4,1,Pune,Pune,1,0,0
TX145860,C11315,6329.34,2026-07-27 14:04:59,UPI,Services,9183.09,273,324,D21315,137,0,Kolkata,Kolkata,1,0,0
TX134566,C11009,2131.54,2026-07-27 14:05:10,Debit Card,Entertainment,1331.13,79,281,D21009,248,0,Chennai,Chennai,2,0,0
TX126749,C10562,2230.14,2026-07-27 14:05:46,UPI,Services,2482.31,272,568,D20562,350,0,Pune,Pune,1,0,0
TX143270,C10391,14354.37,2026-07-27 14:06:14,Credit Card,Entertainment,9484.87,70,948,D20391,200,0,Kolkata,Chennai,1,0,0
TX131285,C10097,3018.74,2026-07-27 14:06:21,UPI,Food & Beverage,2648.28,45,694,D20097,46,0,Bengaluru,Pune,1,0,0
TX126337,C10955,3158.0,2026-07-27 14:07:19,UPI,Electronics,2435.4,220,819,D20955,144,0,Chennai,Chennai,1,0,0
TX135302,C10255,1693.91,2026-07-27 14:08:20,UPI,Retail,1332.84,56,10,D20255,198,0,Bengaluru,Bengaluru,3,0,0
TX129521,C10963,895.43,2026-07-27 14:08:30,Credit Card,Food & Beverage,2006.26,273,283,D20963,363,0,Pune,Pune,1,0,0
TX114581,C10288,2839.92,2026-07-27 14:10:44,UPI,Services,3126.83,209,32,D20288,144,0,Pune,Pune,1,0,0
TX108597,C10564,4946.34,2026-07-27 14:11:26,UPI,Food & Beverage,3200.8,35,530,D30898,0,1,Hyderabad,Hyderabad,2,0,0
TX136129,C10453,4615.76,2026-07-27 14:11:55,Credit Card,Electronics,3376.42,55,536,D20453,76,0,Kolkata,Kolkata,1,0,0
TX138709,C11042,2316.75,2026-07-27 14:12:54,Net Banking,Food & Beverage,2440.71,251,637,D21042,198,0,Hyderabad,Hyderabad,1,0,0
TX138466,C10354,352.83,2026-07-27 14:13:16,Net Banking,Services,935.08,298,760,D20354,72,0,Hyderabad,Hyderabad,2,0,0
TX110426,C10090,2192.15,2026-07-27 14:14:05,Net Banking,Services,1898.93,232,575,D20090,333,0,Delhi,Delhi,1,0,0
TX111763,C11471,5268.08,2026-07-27 14:14:09,UPI,Services,7110.3,191,971,D21471,130,0,Pune,Pune,1,0,0
TX107558,C10414,5114.67,2026-07-27 14:15:22,Credit Card,Retail,5289.95,177,101,D20414,85,0,Ahmedabad,Ahmedabad,1,0,0
TX124784,C10538,1644.01,2026-07-27 14:16:57,Net Banking,Travel,1688.18,111,28,D20538,102,0,Bengaluru,Bengaluru,3,1,0
TX111170,C10553,2363.64,2026-07-27 14:17:52,Net Banking,Electronics,1799.85,299,973,D20553,56,0,Kolkata,Kolkata,1,1,0
TX126861,C10852,2389.3,2026-07-27 14:18:28,UPI,Electronics,3344.69,37,780,D20852,343,0,Pune,Pune,1,0,0
TX132471,C10691,2021.31,2026-07-27 14:18:34,UPI,Services,3371.22,75,946,D20691,311,0,Hyderabad,Hyderabad,2,0,0
TX115894,C10883,9679.6,2026-07-27 14:20:04,UPI,Food & Beverage,12252.46,171,374,D80306,7,1,Ahmedabad,Ahmedabad,1,0,0
TX127242,C10520,610.7,2026-07-27 14:20:50,Debit Card,Electronics,981.71,190,251,D20520,117,0,Bengaluru,Bengaluru,1,0,0
TX143619,C10514,3813.27,2026-07-27 14:21:41,UPI,Retail,6490.07,117,966,D20514,275,0,Bengaluru,Bengaluru,1,0,0
TX104471,C10351,2051.05,2026-07-27 14:21:50,Net Banking,Services,1979.43,20,685,D20351,72,0,Mumbai,Mumbai,1,0,0
TX117376,C10371,5564.48,2026-07-27 14:22:31,UPI,Entertainment,4086.23,146,892,D20371,228,0,Mumbai,Mumbai,1,0,0
TX125098,C11078,2409.27,2026-07-27 14:23:06,Credit Card,Electronics,2226.95,225,934,D21078,37,0,Kolkata,Kolkata,1,0,0
TX138707,C10581,993.1,2026-07-27 14:24:08,Debit Card,Electronics,748.25,241,362,D20581,311,0,Delhi,Delhi,1,0,0
TX107906,C10105,3811.93,2026-07-27 14:25:19,UPI,Food & Beverage,5688.05,63,1012,D20105,113,0,Hyderabad,Hyderabad,2,0,0
TX122875,C11303,4323.31,2026-07-27 14:25:26,UPI,Food & Beverage,5741.12,105,1030,D21303,271,0,Delhi,Delhi,1,0,0
TX124922,C10069,7863.17,2026-07-27 14:25:29,Credit Card,Travel,4115.5,217,1164,D20069,340,0,Chennai,Chennai,1,0,0
TX116306,C10820,4449.6,2026-07-27 14:25:39,UPI,Entertainment,3493.38,285,514,D20820,235,0,Ahmedabad,Ahmedabad,1,0,0
TX110706,C10200,2444.32,2026-07-27 14:27:15,UPI,Electronics,2702.93,277,1087,D20200,248,0,Bengaluru,Bengaluru,1,0,0
TX133584,C10515,496.54,2026-07-27 14:27:38,UPI,Electronics,604.36,139,978,D20515,291,0,Bengaluru,Bengaluru,1,0,0
TX122397,C11330,13193.96,2026-07-27 14:27:54,UPI,Entertainment,4668.13,180,872,D21330,124,0,Chennai,Chennai,1,0,0
TX101315,C10556,3184.49,2026-07-27 14:28:27,UPI,Food & Beverage,2824.12,153,115,D20556,196,0,Ahmedabad,Ahmedabad,2,0,0
TX114978,C10990,4370.27,2026-07-27 14:30:02,UPI,Entertainment,3657.68,152,549,D79050,3,1,Kolkata,Kolkata,1,0,0
TX139038,C10235,3461.66,2026-07-27 14:31:33,UPI,Food & Beverage,2781.82,24,494,D20235,180,0,Mumbai,Mumbai,2,0,0
TX103699,C11477,5883.59,2026-07-27 14:32:28,Net Banking,Entertainment,6180.31,292,345,D21477,197,0,Mumbai,Mumbai,1,0,0
TX127280,C10813,4794.04,2026-07-27 14:32:56,UPI,Travel,6307.5,264,670,D20813,115,0,Chennai,Chennai,1,0,0
TX102310,C10074,576.17,2026-07-27 14:33:41,Debit Card,Services,515.22,203,831,D20074,86,0,Chennai,Mumbai,1,0,0
