transaction_id,customer_id,amount,timestamp,customer_avg_amount,customer_transaction_count,account_age_days,device_id,device_age_days,is_new_device,transaction_location,customer_location,transactions_last_10min,failed_attempts_last_10min,is_fraud,amount_ratio,location_mismatch,high_velocity,high_failed_attempts,new_account,payment_method,merchant_category,pay_Credit Card,pay_Debit Card,pay_Net Banking,pay_UPI,cat_Electronics,cat_Entertainment,cat_Food & Beverage,cat_Retail,cat_Services,cat_Travel
TX147037,C10259,748.61,2026-07-27 12:12:20,696.42,181,907,D20259,164,0,Chennai,Chennai,1,0,0,1.074940409522989,0,0,0,0,Net Banking,Services,0,0,1,0,0,0,0,0,1,0
TX148435,C11397,1813.65,2026-07-27 12:12:23,2099.07,137,407,D56302,0,1,Pune,Pune,1,0,0,0.8640254970058169,0,0,0,0,UPI,Services,0,0,0,1,0,0,0,0,1,0
TX135339,C10206,13690.85,2026-07-27 12:12:24,12306.29,107,807,D20206,173,0,Ahmedabad,Ahmedabad,2,0,0,1.1125083189165865,0,0,0,0,UPI,Entertainment,0,0,0,1,0,1,0,0,0,0
TX146900,C10775,952.13,2026-07-27 12:13:29,1206.23,142,236,D20775,286,0,Hyderabad,Hyderabad,1,0,0,0.7893436575114199,0,0,0,0,Net Banking,Retail,0,0,1,0,0,0,0,1,0,0
TX135404,C10372,6858.02,2026-07-27 12:15:27,8246.75,224,603,D20372,140,0,Kolkata,Kolkata,1,0,0,0.831602752599509,0,0,0,0,UPI,Travel,0,0,0,1,0,0,0,0,0,1
TX131292,C11433,333.81,2026-07-27 12:16:21,518.83,292,600,D21433,266,0,Delhi,Delhi,1,0,0,0.6433899350461615,0,0,0,0,Net Banking,Entertainment,0,0,1,0,0,1,0,0,0,0
TX126445,C11066,3391.3,2026-07-27 12:18:45,2963.57,250,572,D21066,318,0,Chennai,Chennai,1,0,0,1.1443293055335289,0,0,0,0,Credit Card,Entertainment,1,0,0,0,0,1,0,0,0,0
TX131237,C10901,3472.92,2026-07-27 12:20:01,2533.74,251,983,D20901,39,0,Kolkata,Hyderabad,2,0,0,1.3706694451680126,1,0,0,0,UPI,Food & Beverage,0,0,0,1,0,0,1,0,0,0
TX122856,C11247,1401.32,2026-07-27 12:20:04,1850.28,191,897,D21247,127,0,Kolkata,Kolkata,1,0,0,0.7573556434701775,0,0,0,0,UPI,Retail,0,0,0,1,0,0,0,1,0,0
TX122226,C11396,9700.96,2026-07-27 12:20:56,10331.22,297,1197,D21396,343,0,Chennai,Chennai,1,0,0,0.9389946201900646,0,0,0,0,UPI,Travel,0,0,0,1,0,0,0,0,0,1
TX100259,C10040,1538.42,2026-07-27 12:22:26,1360.22,246,550,D20040,260,0,Hyderabad,Hyderabad,1,0,0,1.1310082192586495,0,0,0,0,Credit Card,Retail,1,0,0,0,0,0,0,1,0,0
TX108309,C11433,579.92,2026-07-27 12:24:11,518.83,292,600,D21433,177,0,Delhi,Delhi,1,0,0,1.1177456970491295,0,0,0,0,UPI,Travel,0,0,0,1,0,0,0,0,0,1
TX147633,C10367,1747.45,2026-07-27 12:24:54,2516.65,152,498,D20367,173,0,Bengaluru,Bengaluru,1,0,0,0.6943555917588858,0,0,0,0,UPI,Entertainment,0,0,0,1,0,1,0,0,0,0
TX146938,C11236,1704.78,2026-07-27 12:25:38,1608.66,192,216,D21236,62,0,Ahmedabad,Ahmedabad,1,0,0,1.0597515944947968,0,0,0,0,UPI,Travel,0,0,0,1,0,0,0,0,0,1
TX145184,C11298,6087.08,2026-07-27 12:27:06,4498.14,197,279,D21298,321,0,Pune,Pune,1,0,0,1.3532437852089974,0,0,0,0,UPI,Food & Beverage,0,0,0,1,0,0,1,0,0,0
TX119119,C11024,1652.32,2026-07-27 12:27:31,1278.94,180,179,D21024,43,0,Kolkata,Kolkata,1,0,0,1.2919448918635743,0,0,0,0,Credit Card,Travel,1,0,0,0,0,0,0,0,0,1
TX143767,C10739,1441.18,2026-07-27 12:29:13,1265.9,95,1024,D20739,247,0,Kolkata,Kolkata,1,1,0,1.1384627537720198,0,0,0,0,UPI,Entertainment,0,0,0,1,0,1,0,0,0,0
TX129817,C11068,1055.05,2026-07-27 12:29:38,1096.07,207,1034,D21068,234,0,Ahmedabad,Ahmedabad,1,0,0,0.9625753829591176,0,0,0,0,UPI,Services,0,0,0,1,0,0,0,0,1,0
TX124967,C11427,6705.51,2026-07-27 12:34:16,9384.08,218,903,D21427,315,0,Mumbai,Mumbai,1,0,0,0.7145623225718452,0,0,0,0,UPI,Services,0,0,0,1,0,0,0,0,1,0
TX107559,C10831,1308.83,2026-07-27 12:34:46,1241.8,52,413,D20831,247,0,Ahmedabad,Ahmedabad,1,0,0,1.0539780963118055,0,0,0,0,Credit Card,Electronics,1,0,0,0,1,0,0,0,0,0
TX117243,C11349,2415.9,2026-07-27 12:35:03,2410.08,82,925,D21349,157,0,Mumbai,Mumbai,2,0,0,1.002414857598088,0,0,0,0,Credit Card,Food & Beverage,1,0,0,0,0,0,1,0,0,0
TX136660,C10471,6425.74,2026-07-27 12:35:21,8756.58,232,562,D20471,122,0,Bengaluru,Bengaluru,1,0,0,0.7338184542366997,0,0,0,0,Debit Card,Travel,0,1,0,0,0,0,0,0,0,1
TX134267,C10615,5189.46,2026-07-27 12:35:58,2502.8,119,345,D20615,69,0,Hyderabad,Hyderabad,1,0,0,2.073461722870385,0,0,0,0,Net Banking,Food & Beverage,0,0,1,0,0,0,1,0,0,0
TX102794,C11176,6602.78,2026-07-27 12:37:13,8614.89,137,865,D21176,132,0,Delhi,Delhi,1,0,0,0.766438108902145,0,0,0,0,UPI,Food & Beverage,0,0,0,1,0,0,1,0,0,0
TX124941,C11015,7814.76,2026-07-27 12:37:14,5219.25,68,134,D21015,88,0,Hyderabad,Hyderabad,1,1,0,1.497295588446616,0,0,0,0,UPI,Services,0,0,0,1,0,0,0,0,1,0
TX107911,C10121,2450.58,2026-07-27 12:39:07,1755.1,229,1102,D20121,357,0,Bengaluru,Bengaluru,1,0,0,1.3962623212352572,0,0,0,0,UPI,Entertainment,0,0,0,1,0,1,0,0,0,0
TX134536,C11180,6429.53,2026-07-27 12:39:16,6341.22,260,550,D21180,40,0,Mumbai,Mumbai,1,0,0,1.0139263422495985,0,0,0,0,UPI,Entertainment,0,0,0,1,0,1,0,0,0,0
TX122855,C10311,1068.11,2026-07-27 12:39:53,2019.1,220,41,D20311,233,0,Kolkata,Kolkata,1,0,0,0.5290030211480362,0,0,0,0,UPI,Electronics,0,0,0,1,1,0,0,0,0,0
TX121594,C10063,12884.41,2026-07-27 12:41:04,8781.03,138,482,D20063,129,0,Ahmedabad,Ahmedabad,1,0,0,1.467300533080971,0,0,0,0,UPI,Travel,0,0,0,1,0,0,0,0,0,1
TX109977,C10220,2500.41,2026-07-27 12:42:52,1769.74,179,543,D20220,212,0,Delhi,Delhi,1,0,0,1.4128685569631696,0,0,0,0,UPI,Electronics,0,0,0,1,1,0,0,0,0,0
TX128026,C10942,834.4,2026-07-27 12:42:56,1128.61,163,1129,D20942,72,0,Pune,Pune,1,0,0,0.7393165043726354,0,0,0,0,Credit Card,Travel,1,0,0,0,0,0,0,0,0,1
TX132090,C11218,4812.63,2026-07-27 12:44:24,1676.96,182,165,D69236,1,1,Mumbai,Chennai,9,6,1,2.86985378303597,1,1,1,0,Credit Card,Travel,1,0,0,0,0,0,0,0,0,1
TX120287,C11082,3380.17,2026-07-27 12:44:44,2015.29,52,1122,D21082,256,0,Ahmedabad,Ahmedabad,1,0,0,1.6772623294910411,0,0,0,0,UPI,Electronics,0,0,0,1,1,0,0,0,0,0
TX126286,C10415,7279.54,2026-07-27 12:47:22,6203.02,68,825,D20415,305,0,Pune,Pune,1,0,0,1.1735477235282168,0,0,0,0,Net Banking,Services,0,0,1,0,0,0,0,0,1,0
TX138969,C10364,2856.32,2026-07-27 12:47:23,4018.98,21,225,D20364,47,0,Hyderabad,Hyderabad,1,0,0,0.7107076920014531,0,0,0,0,UPI,Food & Beverage,0,0,0,1,0,0,1,0,0,0
TX144134,C10847,4515.92,2026-07-27 12:47:41,2892.75,122,341,D20847,102,0,Mumbai,Mumbai,1,0,0,1.5611165845648605,0,0,0,0,Debit Card,Retail,0,1,0,0,0,0,0,1,0,0
TX105151,C11464,3984.26,2026-07-27 12:47:45,4004.73,138,916,D21464,59,0,Kolkata,Kolkata,1,0,0,0.9948885442963696,0,0,0,0,Debit Card,Electronics,0,1,0,0,1,0,0,0,0,0
TX141547,C10129,921.2,2026-07-27 12:48:17,719.55,256,267,D20129,109,0,Bengaluru,Bengaluru,1,0,0,1.2802445973177683,0,0,0,0,UPI,Retail,0,0,0,1,0,0,0,1,0,0
TX125914,C11030,5555.5,2026-07-27 12:50:26,4793.97,250,989,D21030,249,0,Bengaluru,Bengaluru,1,0,0,1.1588516407069713,0,0,0,0,UPI,Services,0,0,0,1,0,0,0,0,1,0
TX135763,C10177,2901.58,2026-07-27 12:51:59,1474.62,173,99,D20177,91,0,Kolkata,Kolkata,1,0,0,1.9676798090355483,0,0,0,0,Credit Card,Travel,1,0,0,0,0,0,0,0,0,1
TX135222,C11411,3478.22,2026-07-27 12:53:17,1606.54,221,1039,D21411,266,0,Delhi,Delhi,2,1,0,2.1650379075528776,0,0,0,0,UPI,Food & Beverage,0,0,0,1,0,0,1,0,0,0
TX128269,C10962,3093.87,2026-07-27 12:53:33,4707.55,246,171,D20962,143,0,Hyderabad,Hyderabad,1,0,0,0.6572144746205563,0,0,0,0,Debit Card,Food & Beverage,0,1,0,0,0,0,1,0,0,0
TX121915,C10005,1008.56,2026-07-27 12:54:05,1107.83,31,262,D20005,306,0,Delhi,Delhi,1,0,0,0.9103923887239017,0,0,0,0,Net Banking,Food & Beverage,0,0,1,0,0,0,1,0,0,0
TX100229,C10019,6462.94,2026-07-27 12:56:04,7256.46,279,825,D20019,107,0,Hyderabad,Hyderabad,1,0,0,0.8906464033426766,0,0,0,0,UPI,Services,0,0,0,1,0,0,0,0,1,0
TX119014,C10313,2415.25,2026-07-27 12:56:32,2996.13,27,778,D20313,100,0,Chennai,Chennai,1,0,0,0.8061232323030042,0,0,0,0,UPI,Electronics,0,0,0,1,1,0,0,0,0,0
TX116020,C11172,6888.24,2026-07-27 12:56:37,6654.74,204,339,D21172,235,0,Bengaluru,Bengaluru,1,0,0,1.0350877720241511,0,0,0,0,UPI,Food & Beverage,0,0,0,1,0,0,1,0,0,0
TX136472,C10535,2151.57,2026-07-27 12:58:58,2067.22,185,790,D20535,153,0,Delhi,Delhi,1,0,0,1.040803591296524,0,0,0,0,Net Banking,Food & Beverage,0,0,1,0,0,0,1,0,0,0
TX106369,C11359,1880.29,2026-07-27 13:00:31,2495.53,262,1176,D21359,265,0,Hyderabad,Ahmedabad,1,0,0,0.7534631921876314,1,0,0,0,UPI,Services,0,0,0,1,0,0,0,0,1,0
TX141615,C10284,2248.27,2026-07-27 13:00:36,2077.59,182,139,D95749,3,1,Ahmedabad,Ahmedabad,1,0,0,1.0821528790569843,0,0,0,0,Credit Card,Travel,1,0,0,0,0,0,0,0,0,1
TX138518,C11412,1261.37,2026-07-27 13:00:51,1680.07,115,820,D21412,347,0,Mumbai,Mumbai,1,1,0,0.7507841935157463,0,0,0,0,UPI,Entertainment,0,0,0,1,0,1,0,0,0,0
TX124229,C10878,2246.11,2026-07-27 13:01:32,1888.0,133,1068,D77849,4,1,Ahmedabad,Ahmedabad,1,1,0,1.189676906779661,0,0,0,0,Credit Card,Food & Beverage,1,0,0,0,0,0,1,0,0,0
TX134232,C10263,9010.95,2026-07-27 13:02:16,8457.67,245,343,D20263,248,0,Mumbai,Mumbai,1,0,0,1.065417544075378,0,0,0,0,UPI,Services,0,0,0,1,0,0,0,0,1,0
TX104362,C11468,5287.91,2026-07-27 13:02:29,5202.92,115,1141,D21468,220,0,Kolkata,Kolkata,1,0,0,1.016335058005889,0,0,0,0,UPI,Retail,0,0,0,1,0,0,0,1,0,0
TX108267,C10963,2432.82,2026-07-27 13:02:52,2006.26,273,283,D20963,193,0,Pune,Pune,1,0,0,1.2126145165631574,0,0,0,0,Credit Card,Entertainment,1,0,0,0,0,1,0,0,0,0
TX118404,C10237,2008.52,2026-07-27 13:03:40,1690.25,34,154,D20237,335,0,Pune,Pune,1,0,0,1.1882975891140364,0,0,0,0,UPI,Retail,0,0,0,1,0,0,0,1,0,0
TX131136,C11412,2759.63,2026-07-27 13:03:51,1680.07,115,820,D21412,67,0,Mumbai,Mumbai,2,0,0,1.642568464409221,0,0,0,0,UPI,Food & Beverage,0,0,0,1,0,0,1,0,0,0
TX147123,C10631,3147.02,2026-07-27 13:04:14,3698.93,240,1096,D20631,218,0,Kolkata,Kolkata,3,0,0,0.8507919857904854,0,0,0,0,Credit Card,Food & Beverage,1,0,0,0,0,0,1,0,0,0
TX121322,C11034,1882.04,2026-07-27 13:04:36,2111.53,123,1091,D21034,271,0,Mumbai,Mumbai,1,0,0,0.891315775764493,0,0,0,0,Net Banking,Travel,0,0,1,0,0,0,0,0,0,1
TX119587,C10592,891.15,2026-07-27 13:04:37,1078.22,296,1026,D20592,42,0,Chennai,Chennai,1,0,0,0.8265010851217748,0,0,0,0,UPI,Retail,0,0,0,1,0,0,0,1,0,0
TX115901,C10797,1830.19,2026-07-27 13:06:14,1941.92,199,605,D83334,5,1,Hyderabad,Hyderabad,1,0,0,0.9424641591826646,0,0,0,0,UPI,Food & Beverage,0,0,0,1,0,0,1,0,0,0
TX139539,C11244,16971.42,2026-07-27 13:06:17,16799.74,277,1146,D21244,355,0,Ahmedabad,Ahmedabad,1,0,0,1.0102192057734225,0,0,0,0,UPI,Entertainment,0,0,0,1,0,1,0,0,0,0
TX128782,C11489,22822.9,2026-07-27 13:06:25,14786.72,31,215,D21489,199,0,Pune,Kolkata,1,1,0,1.5434727918023743,1,0,0,0,UPI,Food & Beverage,0,0,0,1,0,0,1,0,0,0
TX131539,C11288,4015.33,2026-07-27 13:06:38,2126.99,274,799,D21288,348,0,Kolkata,Kolkata,2,0,0,1.8877991904052207,0,0,0,0,UPI,Travel,0,0,0,1,0,0,0,0,0,1
TX142134,C10008,1899.5,2026-07-27 13:07:51,1868.83,199,967,D20008,67,0,Pune,Pune,1,0,0,1.0164113375748463,0,0,0,0,Net Banking,Electronics,0,0,1,0,1,0,0,0,0,0
TX138742,C10345,3532.63,2026-07-27 13:08:10,4452.37,107,277,D20345,140,0,Mumbai,Mumbai,1,0,0,0.7934268715313417,0,0,0,0,Net Banking,Food & Beverage,0,0,1,0,0,0,1,0,0,0
TX111979,C11221,3860.82,2026-07-27 13:08:16,4998.93,216,397,D21221,205,0,Hyderabad,Hyderabad,1,0,0,0.7723292784655916,0,0,0,0,Debit Card,Services,0,1,0,0,0,0,0,0,1,0
TX121259,C10261,672.78,2026-07-27 13:08:21,948.37,282,786,D20261,182,0,Delhi,Delhi,1,0,0,0.7094066661745942,0,0,0,0,UPI,Entertainment,0,0,0,1,0,1,0,0,0,0
TX106964,C11056,3245.87,2026-07-27 13:09:09,4420.73,47,429,D21056,85,0,Mumbai,Mumbai,2,0,0,0.734238462878303,0,0,0,0,UPI,Entertainment,0,0,0,1,0,1,0,0,0,0
TX125941,C10940,101883.32,2026-07-27 13:09:19,5708.03,136,1108,D40353,0,1,Kolkata,Delhi,1,2,1,17.849121325571172,1,0,0,0,Credit Card,Travel,1,0,0,0,0,0,0,0,0,1
TX138294,C10956,932.19,2026-07-27 13:10:31,832.15,37,1033,D20956,161,0,Ahmedabad,Ahmedabad,1,0,0,1.120218710569008,0,0,0,0,UPI,Travel,0,0,0,1,0,0,0,0,0,1
TX116209,C10711,4522.09,2026-07-27 13:11:27,1902.64,192,122,D20711,311,0,Ahmedabad,Ahmedabad,1,0,0,2.376744943867468,0,0,0,0,Credit Card,Electronics,1,0,0,0,1,0,0,0,0,0
TX110024,C11178,3885.82,2026-07-27 13:12:14,3907.99,112,830,D21178,241,0,Chennai,Chennai,1,0,0,0.9943270069780118,0,0,0,0,UPI,Entertainment,0,0,0,1,0,1,0,0,0,0
TX106052,C10633,815.5,2026-07-27 13:13:34,1149.33,16,164,D20633,316,0,Hyderabad,Hyderabad,1,0,0,0.7095438211827761,0,0,0,0,Credit Card,Services,1,0,0,0,0,0,0,0,1,0
TX119801,C10944,4286.75,2026-07-27 13:14:24,5985.37,166,677,D20944,67,0,Chennai,Mumbai,1,0,0,0.7162046790758132,1,0,0,0,UPI,Retail,0,0,0,1,0,0,0,1,0,0
TX113482,C11198,3090.34,2026-07-27 13:15:17,3707.71,116,105,D21198,291,0,Kolkata,Kolkata,1,0,0,0.83349021363591,0,0,0,0,Credit Card,Entertainment,1,0,0,0,0,1,0,0,0,0
TX144146,C11281,714.67,2026-07-27 13:16:40,1209.09,95,175,D21281,51,0,Pune,Pune,1,0,0,0.5910808955495456,0,0,0,0,UPI,Electronics,0,0,0,1,1,0,0,0,0,0
TX125385,C10801,563.61,2026-07-27 13:16:43,554.51,215,1096,D20801,56,0,Bengaluru,Bengaluru,1,0,0,1.0164108852861085,0,0,0,0,Credit Card,Entertainment,1,0,0,0,0,1,0,0,0,0
TX124035,C11156,1302.51,2026-07-27 13:18:33,824.65,146,1039,D21156,319,0,Hyderabad,Hyderabad,1,0,0,1.5794700782150004,0,0,0,0,UPI,Electronics,0,0,0,1,1,0,0,0,0,0
TX103496,C11103,5165.73,2026-07-27 13:18:57,4011.41,163,228,D21103,282,0,Delhi,Delhi,1,0,0,1.2877591669762003,0,0,0,0,UPI,Retail,0,0,0,1,0,0,0,1,0,0
TX109776,C10702,2023.5,2026-07-27 13:19:00,1971.47,282,1152,D20702,136,0,Hyderabad,Hyderabad,1,0,0,1.0263914743820601,0,0,0,0,UPI,Services,0,0,0,1,0,0,0,0,1,0
TX123659,C10512,6444.38,2026-07-27 13:20:09,4499.99,213,174,D20512,43,0,Mumbai,Mumbai,1,0,0,1.4320876268613931,0,0,0,0,UPI,Travel,0,0,0,1,0,0,0,0,0,1
TX134495,C10319,10967.62,2026-07-27 13:20:47,12079.92,297,1041,D20319,144,0,Delhi,Delhi,1,1,0,0.9079215756395739,0,0,0,0,UPI,Retail,0,0,0,1,0,0,0,1,0,0
TX117556,C10116,2188.56,2026-07-27 13:21:16,2252.08,105,1151,D20116,359,0,Hyderabad,Hyderabad,1,0,0,0.971794962878761,0,0,0,0,UPI,Services,0,0,0,1,0,0,0,0,1,0
TX114182,C10400,4544.0,2026-07-27 13:21:48,4759.41,71,1178,D20400,158,0,Mumbai,Mumbai,1,0,0,0.9547401883846948,0,0,0,0,UPI,Retail,0,0,0,1,0,0,0,1,0,0
TX103923,C10173,4311.98,2026-07-27 13:21:58,3477.88,23,1176,D20173,192,0,Chennai,Chennai,1,0,0,1.2398300113862466,0,0,0,0,Credit Card,Entertainment,1,0,0,0,0,1,0,0,0,0
TX105939,C10737,10010.34,2026-07-27 13:23:38,12437.23,91,1164,D20737,112,0,Kolkata,Kolkata,1,0,0,0.804868929817974,0,0,0,0,Credit Card,Electronics,1,0,0,0,1,0,0,0,0,0
TX110019,C10925,669.18,2026-07-27 13:23:42,727.09,22,193,D20925,309,0,Kolkata,Kolkata,1,0,0,0.9203537388768928,0,0,0,0,UPI,Electronics,0,0,0,1,1,0,0,0,0,0
TX132673,C10928,789.98,2026-07-27 13:24:00,995.79,64,1060,D20928,284,0,Chennai,Chennai,1,0,0,0.7933198766808264,0,0,0,0,Credit Card,Retail,1,0,0,0,0,0,0,1,0,0
TX129775,C10328,617.28,2026-07-27 13:24:22,768.16,160,1118,D20328,161,0,Delhi,Delhi,1,1,0,0.8035825869610498,0,0,0,0,UPI,Food & Beverage,0,0,0,1,0,0,1,0,0,0
TX148660,C10749,1810.86,2026-07-27 13:25:59,1745.54,286,541,D20749,114,0,Ahmedabad,Ahmedabad,1,0,0,1.0374210845927334,0,0,0,0,UPI,Travel,0,0,0,1,0,0,0,0,0,1
TX123144,C10288,2378.64,2026-07-27 13:28:36,3126.83,209,32,D20288,59,0,Pune,Pune,1,0,0,0.760719322764589,0,0,0,0,UPI,Travel,0,0,0,1,0,0,0,0,0,1
TX101278,C10601,469.57,2026-07-27 13:29:26,909.91,281,469,D20601,204,0,Hyderabad,Hyderabad,2,0,0,0.5160620281126705,0,0,0,0,UPI,Electronics,0,0,0,1,1,0,0,0,0,0
TX106245,C10554,2155.56,2026-07-27 13:30:49,1390.28,61,503,D20554,103,0,Bengaluru,Bengaluru,1,0,0,1.550450269010559,0,0,0,0,UPI,Food & Beverage,0,0,0,1,0,0,1,0,0,0
TX112305,C10071,4977.4,2026-07-27 13:32:20,7061.62,125,596,D20071,300,0,Kolkata,Kolkata,1,0,0,0.7048524276299206,0,0,0,0,Debit Card,Entertainment,0,1,0,0,0,1,0,0,0,0
TX141696,C11267,3704.5,2026-07-27 13:32:25,3423.59,128,834,D21267,153,0,Ahmedabad,Ahmedabad,1,0,0,1.0820512970303102,0,0,0,0,UPI,Entertainment,0,0,0,1,0,1,0,0,0,0
TX120133,C11220,2373.41,2026-07-27 13:32:57,3213.85,287,1008,D21220,302,0,Delhi,Delhi,1,0,0,0.7384943292312958,0,0,0,0,UPI,Food & Beverage,0,0,0,1,0,0,1,0,0,0
TX115075,C10838,401.8,2026-07-27 13:33:50,637.67,136,10,D20838,297,0,Hyderabad,Hyderabad,1,0,0,0.6301064814088793,0,0,0,1,Credit Card,Electronics,1,0,0,0,1,0,0,0,0,0
TX131408,C10104,11947.49,2026-07-27 13:36:02,6407.02,189,691,D20104,84,0,Mumbai,Mumbai,1,0,0,1.8647499149370532,0,0,0,0,UPI,Food & Beverage,0,0,0,1,0,0,1,0,0,0
TX131166,C11025,1902.75,2026-07-27 13:36:58,1664.36,64,465,D21025,82,0,Chennai,Chennai,2,0,0,1.143232233411041,0,0,0,0,UPI,Electronics,0,0,0,1,1,0,0,0,0,0
TX103649,C10760,2255.91,2026-07-27 13:37:28,3520.14,64,914,D20760,181,0,Chennai,Chennai,1,0,0,0.6408580340554637,0,0,0,0,UPI,Food & Beverage,0,0,0,1,0,0,1,0,0,0
TX103704,C10908,6705.28,2026-07-27 13:40:23,4813.98,31,692,D20908,212,0,Ahmedabad,Ahmedabad,1,0,0,1.3928765802932295,0,0,0,0,UPI,Retail,0,0,0,1,0,0,0,1,0,0
TX138638,C10806,3299.73,2026-07-27 13:41:35,3012.24,98,830,D20806,265,0,Ahmedabad,Ahmedabad,1,0,0,1.095440602342443,0,0,0,0,Net Banking,Travel,0,0,1,0,0,0,0,0,0,1
TX105271,C11236,9045.29,2026-07-27 13:42:27,1608.66,192,216,D81613,0,1,Bengaluru,Ahmedabad,3,3,1,5.622872452848955,1,0,1,0,Debit Card,Travel,0,1,0,0,0,0,0,0,0,1
TX128229,C10174,4104.88,2026-07-27 13:42:38,2318.38,63,665,D20174,362,0,Mumbai,Mumbai,1,0,0,1.7705811816872126,0,0,0,0,UPI,Food & Beverage,0,0,0,1,0,0,1,0,0,0
